sequenceID	source.name	genotype	length
MN114324	ncbi-curated-short	ECSA	539
MN114325	ncbi-curated-short	ECSA	539
MN114326	ncbi-curated-short	ECSA	539
MN114327	ncbi-curated-short	ECSA	539
MN114328	ncbi-curated-short	ECSA	539
MN114329	ncbi-curated-short	ECSA	539
MN114330	ncbi-curated-short	ECSA	539
MN114331	ncbi-curated-short	ECSA	539
MN114332	ncbi-curated-short	ECSA	539
MN114333	ncbi-curated-short	ECSA	539
MN114334	ncbi-curated-short	ECSA	539
MN114335	ncbi-curated-short	ECSA	539
MN114336	ncbi-curated-short	ECSA	539
MN114337	ncbi-curated-short	ECSA	539
MN114338	ncbi-curated-short	ECSA	539
MN114339	ncbi-curated-short	ECSA	539
MN114340	ncbi-curated-short	ECSA	539
MN114341	ncbi-curated-short	ECSA	539
MN114342	ncbi-curated-short	ECSA	539
MN114343	ncbi-curated-short	ECSA	539
MN114344	ncbi-curated-short	ECSA	539
MN114345	ncbi-curated-short	ECSA	539
MN114346	ncbi-curated-short	ECSA	539
MN158171	ncbi-curated-short	ECSA	3747
MN191599	ncbi-curated-short	ECSA	507
MN191600	ncbi-curated-short	ECSA	537
MN191601	ncbi-curated-short	ECSA	551
MN191602	ncbi-curated-short	ECSA	559
MN191603	ncbi-curated-short	ECSA	561
MN191604	ncbi-curated-short	ECSA	507
MN191605	ncbi-curated-short	ECSA	564
MN191606	ncbi-curated-short	ECSA	562
MN191607	ncbi-curated-short	ECSA	551
MN191609	ncbi-curated-short	ECSA	553
MN191610	ncbi-curated-short	ECSA	563
MN191611	ncbi-curated-short	ECSA	529
MN191612	ncbi-curated-short	ECSA	533
MN191615	ncbi-curated-short	ECSA	552
MN191616	ncbi-curated-short	ECSA	565
MN191617	ncbi-curated-short	ECSA	563
MN191618	ncbi-curated-short	ECSA	564
MN271691	ncbi-curated-short	ECSA	1621
MN271692	ncbi-curated-short	ECSA	2751
MN428469	ncbi-curated-short	ECSA	1242
MN428470	ncbi-curated-short	ECSA	1217
MN428471	ncbi-curated-short	ECSA	1217
MN428472	ncbi-curated-short	ECSA	1217
MN428473	ncbi-curated-short	ECSA	1217
MN428474	ncbi-curated-short	ECSA	1217
MN428475	ncbi-curated-short	ECSA	1217
MN428476	ncbi-curated-short	ECSA	1217
MN428477	ncbi-curated-short	ECSA	1217
MN428478	ncbi-curated-short	ECSA	1217
MN428479	ncbi-curated-short	ECSA	1217
MN428480	ncbi-curated-short	ECSA	1217
MN428481	ncbi-curated-short	ECSA	1217
MN428482	ncbi-curated-short	ECSA	1217
MN428483	ncbi-curated-short	ECSA	1217
MN428484	ncbi-curated-short	ECSA	1217
MN428485	ncbi-curated-short	ECSA	1217
MN428486	ncbi-curated-short	ECSA	1217
MN428487	ncbi-curated-short	ECSA	1217
MN428488	ncbi-curated-short	ECSA	1217
MN428489	ncbi-curated-short	ECSA	1217
MN428490	ncbi-curated-short	ECSA	1217
MN428491	ncbi-curated-short	ECSA	1217
MN428492	ncbi-curated-short	ECSA	1217
MN428493	ncbi-curated-short	ECSA	1217
MN428494	ncbi-curated-short	ECSA	1217
MN428495	ncbi-curated-short	ECSA	1217
MN428496	ncbi-curated-short	ECSA	1217
MN428497	ncbi-curated-short	ECSA	1217
MN428498	ncbi-curated-short	ECSA	1217
MN428499	ncbi-curated-short	ECSA	1217
MN428500	ncbi-curated-short	ECSA	1217
MN428501	ncbi-curated-short	ECSA	1217
MN432879	ncbi-curated-short	ECSA	1320
MN552435	ncbi-curated-short	ECSA	537
MN552436	ncbi-curated-short	ECSA	537
MN552437	ncbi-curated-short	ECSA	537
MN552438	ncbi-curated-short	ECSA	537
MN552439	ncbi-curated-short	ECSA	537
MN552440	ncbi-curated-short	ECSA	537
MN552441	ncbi-curated-short	ECSA	555
MN747049	ncbi-curated-short	ECSA	1320
MN747050	ncbi-curated-short	ECSA	1320
MN747051	ncbi-curated-short	ECSA	1320
MN747052	ncbi-curated-short	ECSA	1320
MN747053	ncbi-curated-short	ECSA	1320
MN747054	ncbi-curated-short	ECSA	1320
MN747055	ncbi-curated-short	ECSA	1320
MN747056	ncbi-curated-short	ECSA	1320
MN747057	ncbi-curated-short	ECSA	1320
MN747058	ncbi-curated-short	ECSA	1320
MN747059	ncbi-curated-short	ECSA	1320
MN747060	ncbi-curated-short	ECSA	1320
MN747061	ncbi-curated-short	ECSA	1320
MN747062	ncbi-curated-short	ECSA	1320
MN747063	ncbi-curated-short	ECSA	1320
MN747064	ncbi-curated-short	ECSA	1320
MN747065	ncbi-curated-short	ECSA	1320
MN747066	ncbi-curated-short	ECSA	1320
MN747067	ncbi-curated-short	ECSA	1320
MN747068	ncbi-curated-short	ECSA	1320
MN747069	ncbi-curated-short	ECSA	1320
MN747070	ncbi-curated-short	ECSA	1320
MN747071	ncbi-curated-short	ECSA	1320
MN747072	ncbi-curated-short	ECSA	1320
MN747073	ncbi-curated-short	ECSA	1320
MN747074	ncbi-curated-short	ECSA	1320
MN747075	ncbi-curated-short	ECSA	1320
MN747076	ncbi-curated-short	ECSA	1320
MN747077	ncbi-curated-short	ECSA	1320
MN747078	ncbi-curated-short	ECSA	1320
MN747079	ncbi-curated-short	ECSA	1320
MN747080	ncbi-curated-short	ECSA	1320
MN747081	ncbi-curated-short	ECSA	1320
MN747082	ncbi-curated-short	ECSA	1320
MN747083	ncbi-curated-short	ECSA	1320
MN747084	ncbi-curated-short	ECSA	1320
MN747085	ncbi-curated-short	ECSA	1320
MN864707	ncbi-curated-short	ECSA	672
MN864708	ncbi-curated-short	ECSA	672
MN864709	ncbi-curated-short	ECSA	672
MN864710	ncbi-curated-short	ECSA	672
MN864711	ncbi-curated-short	ECSA	672
MN864712	ncbi-curated-short	ECSA	672
MN864713	ncbi-curated-short	ECSA	672
MN864714	ncbi-curated-short	ECSA	672
MN864715	ncbi-curated-short	ECSA	672
MN864716	ncbi-curated-short	ECSA	672
MN864717	ncbi-curated-short	ECSA	672
MN864718	ncbi-curated-short	ECSA	672
MN864719	ncbi-curated-short	ECSA	672
MN864721	ncbi-curated-short	ECSA	756
MN864722	ncbi-curated-short	ECSA	756
MN864723	ncbi-curated-short	ECSA	654
MN864724	ncbi-curated-short	ECSA	654
MN864725	ncbi-curated-short	ECSA	654
MN864726	ncbi-curated-short	ECSA	654
MN864727	ncbi-curated-short	ECSA	654
MN864728	ncbi-curated-short	ECSA	654
MN864729	ncbi-curated-short	ECSA	654
MN864730	ncbi-curated-short	ECSA	654
MN864731	ncbi-curated-short	ECSA	654
MN864733	ncbi-curated-short	ECSA	654
MN864734	ncbi-curated-short	ECSA	654
MN864735	ncbi-curated-short	ECSA	654
MN864736	ncbi-curated-short	ECSA	741
MN864737	ncbi-curated-short	ECSA	708
MN864740	ncbi-curated-short	ECSA	672
MN864741	ncbi-curated-short	ECSA	729
MN864742	ncbi-curated-short	ECSA	534
MN871956	ncbi-curated-short	ECSA	3747
MN871957	ncbi-curated-short	ECSA	3747
MN871958	ncbi-curated-short	ECSA	3747
MN871959	ncbi-curated-short	ECSA	3747
MN871960	ncbi-curated-short	ECSA	3747
MN871961	ncbi-curated-short	ECSA	3747
MN871962	ncbi-curated-short	ECSA	3747
MN871963	ncbi-curated-short	ECSA	3747
MN871964	ncbi-curated-short	ECSA	3747
MN871965	ncbi-curated-short	ECSA	3747
MN871966	ncbi-curated-short	ECSA	3747
MN871967	ncbi-curated-short	ECSA	3747
MN871968	ncbi-curated-short	ECSA	3747
MN871969	ncbi-curated-short	ECSA	3747
MN871970	ncbi-curated-short	ECSA	3747
MN871971	ncbi-curated-short	ECSA	3747
MN871972	ncbi-curated-short	ECSA	3747
MN871973	ncbi-curated-short	ECSA	3747
MN871974	ncbi-curated-short	ECSA	3747
MN871975	ncbi-curated-short	ECSA	3747
MT075546	ncbi-curated-short	ECSA	2875
MT298198	ncbi-curated-short	ECSA	733
MT298199	ncbi-curated-short	ECSA	733
MT298200	ncbi-curated-short	ECSA	733
MT298201	ncbi-curated-short	ECSA	733
MT298202	ncbi-curated-short	ECSA	733
MT348938	ncbi-curated-short	ECSA	891
MT348939	ncbi-curated-short	ECSA	873
MT348940	ncbi-curated-short	ECSA	875
MT348941	ncbi-curated-short	ECSA	881
MT348942	ncbi-curated-short	ECSA	883
MT348943	ncbi-curated-short	ECSA	888
MT348945	ncbi-curated-short	ECSA	881
MT348946	ncbi-curated-short	ECSA	898
MT348947	ncbi-curated-short	ECSA	879
MT348948	ncbi-curated-short	ECSA	896
MT348949	ncbi-curated-short	ECSA	888
MT348950	ncbi-curated-short	ECSA	877
MT348951	ncbi-curated-short	ECSA	901
MT348952	ncbi-curated-short	ECSA	871
MT348953	ncbi-curated-short	ECSA	809
MT348954	ncbi-curated-short	ECSA	891
MT348955	ncbi-curated-short	ECSA	756
MT348956	ncbi-curated-short	ECSA	883
MT348957	ncbi-curated-short	ECSA	880
MT348958	ncbi-curated-short	ECSA	863
MT348959	ncbi-curated-short	ECSA	901
MT348960	ncbi-curated-short	ECSA	877
MT348961	ncbi-curated-short	ECSA	872
MT348962	ncbi-curated-short	ECSA	862
MT348963	ncbi-curated-short	ECSA	887
MT348964	ncbi-curated-short	ECSA	879
MT348965	ncbi-curated-short	ECSA	872
MT348966	ncbi-curated-short	ECSA	861
MT348967	ncbi-curated-short	ECSA	801
MT348968	ncbi-curated-short	ECSA	861
MT348969	ncbi-curated-short	ECSA	848
MT348970	ncbi-curated-short	ECSA	871
MT348971	ncbi-curated-short	ECSA	838
MT348972	ncbi-curated-short	ECSA	830
MT348973	ncbi-curated-short	ECSA	864
MT348974	ncbi-curated-short	ECSA	615
MT348975	ncbi-curated-short	ECSA	875
MT348976	ncbi-curated-short	ECSA	895
MT348977	ncbi-curated-short	ECSA	875
MT348978	ncbi-curated-short	ECSA	719
MT348979	ncbi-curated-short	ECSA	862
MT348980	ncbi-curated-short	ECSA	866
MT348981	ncbi-curated-short	ECSA	870
MT348982	ncbi-curated-short	ECSA	872
MT348983	ncbi-curated-short	ECSA	872
MT348984	ncbi-curated-short	ECSA	875
MT348985	ncbi-curated-short	ECSA	838
MT348986	ncbi-curated-short	ECSA	882
MT348987	ncbi-curated-short	ECSA	872
MT348988	ncbi-curated-short	ECSA	872
MT348989	ncbi-curated-short	ECSA	881
MT348990	ncbi-curated-short	ECSA	871
MT348991	ncbi-curated-short	ECSA	885
MT348992	ncbi-curated-short	ECSA	885
MT348993	ncbi-curated-short	ECSA	873
MT348994	ncbi-curated-short	ECSA	879
MT348995	ncbi-curated-short	ECSA	890
MT348996	ncbi-curated-short	ECSA	872
MT348997	ncbi-curated-short	ECSA	887
MT348998	ncbi-curated-short	ECSA	882
MT348999	ncbi-curated-short	ECSA	883
MT349000	ncbi-curated-short	ECSA	879
MT349001	ncbi-curated-short	ECSA	880
MT349002	ncbi-curated-short	ECSA	883
MT349003	ncbi-curated-short	ECSA	887
MT349004	ncbi-curated-short	ECSA	887
MT349005	ncbi-curated-short	ECSA	877
MT349006	ncbi-curated-short	ECSA	866
MT349007	ncbi-curated-short	ECSA	872
MT349008	ncbi-curated-short	ECSA	883
MT349009	ncbi-curated-short	ECSA	879
MT349010	ncbi-curated-short	ECSA	888
MT349011	ncbi-curated-short	ECSA	872
MT349012	ncbi-curated-short	ECSA	887
MT349013	ncbi-curated-short	ECSA	884
MT349014	ncbi-curated-short	ECSA	891
MT349015	ncbi-curated-short	ECSA	877
MT349016	ncbi-curated-short	ECSA	881
MT349017	ncbi-curated-short	ECSA	886
MT349018	ncbi-curated-short	ECSA	883
MT349019	ncbi-curated-short	ECSA	720
MT349020	ncbi-curated-short	ECSA	887
MT349021	ncbi-curated-short	ECSA	890
MT349022	ncbi-curated-short	ECSA	881
MT349023	ncbi-curated-short	ECSA	831
MT349024	ncbi-curated-short	ECSA	890
MT349025	ncbi-curated-short	ECSA	596
MT349026	ncbi-curated-short	ECSA	889
MT349027	ncbi-curated-short	ECSA	875
MT349028	ncbi-curated-short	ECSA	883
MT349029	ncbi-curated-short	ECSA	887
MT349030	ncbi-curated-short	ECSA	883
MT349031	ncbi-curated-short	ECSA	882
MT349032	ncbi-curated-short	ECSA	888
MT349033	ncbi-curated-short	ECSA	878
MT349034	ncbi-curated-short	ECSA	891
MT349035	ncbi-curated-short	ECSA	870
MT349036	ncbi-curated-short	ECSA	876
MT349037	ncbi-curated-short	ECSA	870
MT349038	ncbi-curated-short	ECSA	895
MT349039	ncbi-curated-short	ECSA	866
MT349040	ncbi-curated-short	ECSA	876
MT349041	ncbi-curated-short	ECSA	877
MT349042	ncbi-curated-short	ECSA	888
MT349043	ncbi-curated-short	ECSA	883
MT349044	ncbi-curated-short	ECSA	869
MT349045	ncbi-curated-short	ECSA	877
MT349046	ncbi-curated-short	ECSA	880
MT349047	ncbi-curated-short	ECSA	880
MT349048	ncbi-curated-short	ECSA	865
MT349049	ncbi-curated-short	ECSA	866
MT349050	ncbi-curated-short	ECSA	881
MT349051	ncbi-curated-short	ECSA	866
MT349052	ncbi-curated-short	ECSA	881
MT349053	ncbi-curated-short	ECSA	877
MT349054	ncbi-curated-short	ECSA	870
MT349055	ncbi-curated-short	ECSA	872
MT349056	ncbi-curated-short	ECSA	873
MT349057	ncbi-curated-short	ECSA	888
MT349058	ncbi-curated-short	ECSA	883
MT349059	ncbi-curated-short	ECSA	869
MT349060	ncbi-curated-short	ECSA	877
MT349061	ncbi-curated-short	ECSA	885
MT349062	ncbi-curated-short	ECSA	866
MT349063	ncbi-curated-short	ECSA	882
MT349064	ncbi-curated-short	ECSA	891
MT349065	ncbi-curated-short	ECSA	879
MT349066	ncbi-curated-short	ECSA	866
MT349067	ncbi-curated-short	ECSA	880
MT349068	ncbi-curated-short	ECSA	873
MT349069	ncbi-curated-short	ECSA	870
MT349070	ncbi-curated-short	ECSA	866
MT349071	ncbi-curated-short	ECSA	883
MT349072	ncbi-curated-short	ECSA	893
MT349073	ncbi-curated-short	ECSA	868
MT349074	ncbi-curated-short	ECSA	872
MT349075	ncbi-curated-short	ECSA	870
MT349076	ncbi-curated-short	ECSA	870
MT349077	ncbi-curated-short	ECSA	881
MT349078	ncbi-curated-short	ECSA	885
MT349079	ncbi-curated-short	ECSA	881
MT349080	ncbi-curated-short	ECSA	860
MT349081	ncbi-curated-short	ECSA	870
MT349082	ncbi-curated-short	ECSA	883
MT349083	ncbi-curated-short	ECSA	870
MT349084	ncbi-curated-short	ECSA	861
MT349085	ncbi-curated-short	ECSA	861
MT349086	ncbi-curated-short	ECSA	864
MT349087	ncbi-curated-short	ECSA	872
MT349088	ncbi-curated-short	ECSA	864
MT349089	ncbi-curated-short	ECSA	887
MT349090	ncbi-curated-short	ECSA	872
MT349091	ncbi-curated-short	ECSA	881
MT349092	ncbi-curated-short	ECSA	881
MT349093	ncbi-curated-short	ECSA	872
MT349094	ncbi-curated-short	ECSA	889
MT349095	ncbi-curated-short	ECSA	866
MT349096	ncbi-curated-short	ECSA	875
MT349097	ncbi-curated-short	ECSA	872
MT349098	ncbi-curated-short	ECSA	876
MT349099	ncbi-curated-short	ECSA	876
MT349100	ncbi-curated-short	ECSA	876
MT349101	ncbi-curated-short	ECSA	872
MT349102	ncbi-curated-short	ECSA	881
MT349103	ncbi-curated-short	ECSA	872
MT349104	ncbi-curated-short	ECSA	870
MT349105	ncbi-curated-short	ECSA	887
MT349106	ncbi-curated-short	ECSA	879
MT349107	ncbi-curated-short	ECSA	890
MT349108	ncbi-curated-short	ECSA	890
MT349109	ncbi-curated-short	ECSA	883
MT349110	ncbi-curated-short	ECSA	887
MT349111	ncbi-curated-short	ECSA	883
MT349112	ncbi-curated-short	ECSA	888
MT349113	ncbi-curated-short	ECSA	891
MT349114	ncbi-curated-short	ECSA	888
MT349115	ncbi-curated-short	ECSA	890
MT349119	ncbi-curated-short	ECSA	890
MT349120	ncbi-curated-short	ECSA	566
MT349125	ncbi-curated-short	ECSA	882
MT349126	ncbi-curated-short	ECSA	890
MT349127	ncbi-curated-short	ECSA	887
MT349128	ncbi-curated-short	ECSA	891
MT349129	ncbi-curated-short	ECSA	887
MT349130	ncbi-curated-short	ECSA	890
MT349131	ncbi-curated-short	ECSA	891
MT349132	ncbi-curated-short	ECSA	888
MT349133	ncbi-curated-short	ECSA	883
MT349134	ncbi-curated-short	ECSA	887
MT349135	ncbi-curated-short	ECSA	886
MT349136	ncbi-curated-short	ECSA	886
MT349137	ncbi-curated-short	ECSA	880
MT349138	ncbi-curated-short	ECSA	886
MT349139	ncbi-curated-short	ECSA	887
MT349140	ncbi-curated-short	ECSA	890
MT349141	ncbi-curated-short	ECSA	890
MT349142	ncbi-curated-short	ECSA	883
MT349143	ncbi-curated-short	ECSA	882
MT349144	ncbi-curated-short	ECSA	883
MT349145	ncbi-curated-short	ECSA	887
MT349146	ncbi-curated-short	ECSA	884
MT349147	ncbi-curated-short	ECSA	883
MT349148	ncbi-curated-short	ECSA	884
MT349149	ncbi-curated-short	ECSA	883
MT349150	ncbi-curated-short	ECSA	885
MT349151	ncbi-curated-short	ECSA	875
MT349152	ncbi-curated-short	ECSA	891
MT349153	ncbi-curated-short	ECSA	882
MT349154	ncbi-curated-short	ECSA	889
MT349155	ncbi-curated-short	ECSA	890
MT349156	ncbi-curated-short	ECSA	884
MT349157	ncbi-curated-short	ECSA	887
MT349158	ncbi-curated-short	ECSA	633
MT349159	ncbi-curated-short	ECSA	876
MT349160	ncbi-curated-short	ECSA	884
MT349161	ncbi-curated-short	ECSA	884
MT349163	ncbi-curated-short	ECSA	892
MT349164	ncbi-curated-short	ECSA	883
MT349165	ncbi-curated-short	ECSA	890
MT349166	ncbi-curated-short	ECSA	887
MT349167	ncbi-curated-short	ECSA	883
MT349168	ncbi-curated-short	ECSA	884
MT349169	ncbi-curated-short	ECSA	886
MT349170	ncbi-curated-short	ECSA	886
MT349171	ncbi-curated-short	ECSA	887
MT349172	ncbi-curated-short	ECSA	856
MT349173	ncbi-curated-short	ECSA	886
MT349174	ncbi-curated-short	ECSA	882
MT349175	ncbi-curated-short	ECSA	886
MT349176	ncbi-curated-short	ECSA	873
MT349177	ncbi-curated-short	ECSA	878
MT349178	ncbi-curated-short	ECSA	877
MT349179	ncbi-curated-short	ECSA	882
MT349180	ncbi-curated-short	ECSA	880
MT349181	ncbi-curated-short	ECSA	892
MT349182	ncbi-curated-short	ECSA	878
MT349183	ncbi-curated-short	ECSA	892
MT349184	ncbi-curated-short	ECSA	882
MT349185	ncbi-curated-short	ECSA	890
MT349186	ncbi-curated-short	ECSA	892
MT349187	ncbi-curated-short	ECSA	892
MT349188	ncbi-curated-short	ECSA	890
MT349189	ncbi-curated-short	ECSA	872
MT349190	ncbi-curated-short	ECSA	890
MT349191	ncbi-curated-short	ECSA	895
MT349192	ncbi-curated-short	ECSA	887
MT349193	ncbi-curated-short	ECSA	887
MT349194	ncbi-curated-short	ECSA	890
MT349195	ncbi-curated-short	ECSA	884
MT349196	ncbi-curated-short	ECSA	877
MT349197	ncbi-curated-short	ECSA	890
MT349198	ncbi-curated-short	ECSA	890
MT349199	ncbi-curated-short	ECSA	881
MT349200	ncbi-curated-short	ECSA	886
MT349201	ncbi-curated-short	ECSA	884
MT349202	ncbi-curated-short	ECSA	890
MT349203	ncbi-curated-short	ECSA	880
MT349204	ncbi-curated-short	ECSA	887
MT349205	ncbi-curated-short	ECSA	887
MT349206	ncbi-curated-short	ECSA	887
MT349207	ncbi-curated-short	ECSA	883
MT349208	ncbi-curated-short	ECSA	887
MT349209	ncbi-curated-short	ECSA	883
MT349210	ncbi-curated-short	ECSA	886
MT349211	ncbi-curated-short	ECSA	887
MT349212	ncbi-curated-short	ECSA	893
MT349213	ncbi-curated-short	ECSA	887
MT349214	ncbi-curated-short	ECSA	894
MT349215	ncbi-curated-short	ECSA	887
MT349216	ncbi-curated-short	ECSA	886
MT349217	ncbi-curated-short	ECSA	892
MT349218	ncbi-curated-short	ECSA	887
MT349219	ncbi-curated-short	ECSA	883
MT349220	ncbi-curated-short	ECSA	885
MT349221	ncbi-curated-short	ECSA	882
MT349222	ncbi-curated-short	ECSA	887
MT349223	ncbi-curated-short	ECSA	890
MT349224	ncbi-curated-short	ECSA	893
MT349225	ncbi-curated-short	ECSA	886
MT349226	ncbi-curated-short	ECSA	890
MT349227	ncbi-curated-short	ECSA	886
MT349228	ncbi-curated-short	ECSA	882
MT349229	ncbi-curated-short	ECSA	886
MT349230	ncbi-curated-short	ECSA	887
MT349231	ncbi-curated-short	ECSA	890
MT349232	ncbi-curated-short	ECSA	883
MT349233	ncbi-curated-short	ECSA	886
MT349234	ncbi-curated-short	ECSA	883
MT349235	ncbi-curated-short	ECSA	886
MT349236	ncbi-curated-short	ECSA	877
MT349237	ncbi-curated-short	ECSA	886
MT349238	ncbi-curated-short	ECSA	874
MT349239	ncbi-curated-short	ECSA	883
MT349240	ncbi-curated-short	ECSA	892
MT349241	ncbi-curated-short	ECSA	876
MT349242	ncbi-curated-short	ECSA	881
MT349243	ncbi-curated-short	ECSA	881
MT349244	ncbi-curated-short	ECSA	890
MT349245	ncbi-curated-short	ECSA	876
MT349246	ncbi-curated-short	ECSA	880
MT349247	ncbi-curated-short	ECSA	884
MT349248	ncbi-curated-short	ECSA	883
MT349249	ncbi-curated-short	ECSA	887
MT349250	ncbi-curated-short	ECSA	886
MT349251	ncbi-curated-short	ECSA	880
MT349252	ncbi-curated-short	ECSA	888
MT349253	ncbi-curated-short	ECSA	887
MT349254	ncbi-curated-short	ECSA	884
MT349255	ncbi-curated-short	ECSA	892
MT349256	ncbi-curated-short	ECSA	877
MT349257	ncbi-curated-short	ECSA	890
MT349258	ncbi-curated-short	ECSA	871
MT349259	ncbi-curated-short	ECSA	882
MT349260	ncbi-curated-short	ECSA	892
MT349261	ncbi-curated-short	ECSA	893
MT349262	ncbi-curated-short	ECSA	883
MT349263	ncbi-curated-short	ECSA	889
MT349264	ncbi-curated-short	ECSA	883
MT349265	ncbi-curated-short	ECSA	889
MT349266	ncbi-curated-short	ECSA	888
MT349267	ncbi-curated-short	ECSA	890
MT349268	ncbi-curated-short	ECSA	893
MT349269	ncbi-curated-short	ECSA	883
MT349270	ncbi-curated-short	ECSA	881
MT349271	ncbi-curated-short	ECSA	882
MT349272	ncbi-curated-short	ECSA	889
MT349273	ncbi-curated-short	ECSA	892
MT349274	ncbi-curated-short	ECSA	889
MT349275	ncbi-curated-short	ECSA	879
MT349276	ncbi-curated-short	ECSA	889
MT349277	ncbi-curated-short	ECSA	887
MT349278	ncbi-curated-short	ECSA	887
MT349279	ncbi-curated-short	ECSA	887
MT349280	ncbi-curated-short	ECSA	886
MT349281	ncbi-curated-short	ECSA	882
MT349282	ncbi-curated-short	ECSA	890
MT349283	ncbi-curated-short	ECSA	872
MT349284	ncbi-curated-short	ECSA	870
MT349285	ncbi-curated-short	ECSA	887
MT349286	ncbi-curated-short	ECSA	887
MT349287	ncbi-curated-short	ECSA	887
MT349288	ncbi-curated-short	ECSA	887
MT349289	ncbi-curated-short	ECSA	872
MT349290	ncbi-curated-short	ECSA	880
MT349291	ncbi-curated-short	ECSA	886
MT349292	ncbi-curated-short	ECSA	882
MT349293	ncbi-curated-short	ECSA	774
MT992066	ncbi-curated-short	-	829
MT992067	ncbi-curated-short	ECSA	829
MT992068	ncbi-curated-short	ECSA	829
MW271620	ncbi-curated-short	ECSA	539
MW271621	ncbi-curated-short	ECSA	539
MW271622	ncbi-curated-short	ECSA	539
MW271623	ncbi-curated-short	ECSA	539
MW271624	ncbi-curated-short	ECSA	539
MW271625	ncbi-curated-short	ECSA	539
MW271626	ncbi-curated-short	ECSA	539
MW271627	ncbi-curated-short	ECSA	539
MW349575	ncbi-curated-short	ECSA	1320
MW591587	ncbi-curated-short	ECSA	1317
MW591588	ncbi-curated-short	ECSA	1317
MW591589	ncbi-curated-short	ECSA	1317
MW591590	ncbi-curated-short	ECSA	1317
MW591591	ncbi-curated-short	ECSA	1317
MW591592	ncbi-curated-short	ECSA	1317
MW591593	ncbi-curated-short	ECSA	1317
MW591594	ncbi-curated-short	ECSA	1317
MW591595	ncbi-curated-short	ECSA	1317
MW591596	ncbi-curated-short	ECSA	1317
MW591597	ncbi-curated-short	ECSA	1317
MW979324	ncbi-curated-short	ECSA	2871
MW979325	ncbi-curated-short	ECSA	2871
MW979326	ncbi-curated-short	ECSA	2871
MW979327	ncbi-curated-short	ECSA	2871
MW979328	ncbi-curated-short	ECSA	2871
MW979329	ncbi-curated-short	ECSA	2871
MW979330	ncbi-curated-short	ECSA	2871
MW979331	ncbi-curated-short	ECSA	2871
MW979332	ncbi-curated-short	ECSA	2871
MW979333	ncbi-curated-short	ECSA	2871
MW979334	ncbi-curated-short	ECSA	2871
MW979335	ncbi-curated-short	ECSA	2871
MW979336	ncbi-curated-short	ECSA	2871
MW979337	ncbi-curated-short	ECSA	2871
MW979338	ncbi-curated-short	ECSA	2871
MW979339	ncbi-curated-short	ECSA	2871
MW979340	ncbi-curated-short	ECSA	2871
MW979341	ncbi-curated-short	ECSA	2871
MW979342	ncbi-curated-short	ECSA	2871
MW979343	ncbi-curated-short	ECSA	2871
MW979344	ncbi-curated-short	ECSA	2871
MW979345	ncbi-curated-short	ECSA	2871
MW979346	ncbi-curated-short	ECSA	2871
MW979347	ncbi-curated-short	ECSA	2874
MW979348	ncbi-curated-short	ECSA	2871
MW979349	ncbi-curated-short	ECSA	2871
MW979350	ncbi-curated-short	ECSA	2871
MW979351	ncbi-curated-short	ECSA	2871
MW979352	ncbi-curated-short	ECSA	2871
MW979353	ncbi-curated-short	ECSA	2871
MW979354	ncbi-curated-short	ECSA	2871
